,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000207697,3.087830975,-0.285300949,0.445532585,-0.640359333,0.521939015,NA
ENSG00000207698,0.333463055,0.39044537,1.381249943,0.282675393,0.777425681,NA
ENSG00000207701,0.551578204,0.770597451,1.045831688,0.736827407,0.461227314,NA
ENSG00000207708,1.788665657,0.130615163,0.513105783,0.254557964,0.79906453,NA
ENSG00000207712,0.330189782,0.590795189,1.414429983,0.417691364,0.676172787,NA
ENSG00000207717,0.988539366,-0.029909532,0.684168789,-0.043716597,0.965130309,NA
ENSG00000207719,0.190598184,-0.680813931,1.907995212,-0.356821614,0.721225354,NA
ENSG00000207737,0.283441749,-0.194087372,1.696372988,-0.114413147,0.908910293,NA
ENSG00000207741,1.825542737,0.321609312,0.521068925,0.617210692,0.537095764,NA
ENSG00000207743,0.616344993,-0.956658764,0.915031894,-1.045492262,0.295795515,NA
ENSG00000207744,0.229614626,0.735073353,1.436636987,0.511662556,0.608887196,NA
ENSG00000207749,0.457412581,0.069654135,1.024297679,0.068001848,0.945784164,NA
ENSG00000207750,0.417206435,-0.259592545,1.087071887,-0.238799796,0.811260828,NA
ENSG00000207751,2.346299392,0.522479779,0.495447676,1.054560963,0.291626165,NA
ENSG00000207756,0.931883511,0.139493486,0.957642322,0.145663452,0.884187075,NA
ENSG00000207757,0.747455151,0.002089036,0.661970108,0.003155787,0.997482051,NA
ENSG00000207761,0.196517471,-0.243535319,1.237883122,-0.19673531,0.844034677,NA
ENSG00000207762,0.341032383,-0.195287646,1.096477465,-0.178104569,0.858640854,NA
ENSG00000207766,0.342641729,1.2146666,1.249351625,0.97223758,0.330932369,NA
ENSG00000207773,0.869190971,-0.93286835,0.650590248,-1.433880008,0.151606508,NA
ENSG00000207789,0.206462131,-0.395992918,1.209273739,-0.327463423,0.743317403,NA
ENSG00000207798,0.264991237,1.043335311,1.581848732,0.659567056,0.509531701,NA
ENSG00000207807,1.122630477,1.152784697,0.734090636,1.570357448,0.116331976,NA
ENSG00000207815,0.493691,0.465768392,1.123244941,0.414663245,0.678388442,NA
ENSG00000207820,0.317535601,-0.934288168,0.931858717,-1.002607103,0.316050468,NA
ENSG00000207863,0.186810226,0.025772623,1.464331658,0.017600263,0.985957746,NA
ENSG00000207870,1.288252246,0.460453517,0.613446216,0.750601283,0.452892649,NA
ENSG00000207923,0.239774245,0.011695803,1.332379623,0.008778131,0.992996155,NA
ENSG00000207926,0.404252574,-0.385971318,1.179368601,-0.327269454,0.743464094,NA
ENSG00000207927,2.456798301,0.377941649,0.495364084,0.762957309,0.445488856,NA
ENSG00000207930,0.189951284,-0.378297687,1.916664294,-0.197372951,0.843535695,NA
ENSG00000207931,0.532141155,-1.834342098,0.992456577,-1.848284491,0.064561198,NA
ENSG00000207934,0.416201973,-0.097905179,1.088251881,-0.08996555,0.928314591,NA
ENSG00000207935,0.15350122,0.159420454,2.177012979,0.073228986,0.9416239,NA
ENSG00000207940,0.558532905,-0.796272167,1.005925249,-0.791581847,0.428604535,NA
ENSG00000207951,0.590033752,-0.02679876,1.183319803,-0.022647098,0.981931775,NA
ENSG00000207952,0.704338453,1.011337461,0.871890913,1.159935774,0.246074956,NA
ENSG00000207956,0.796103197,0.124917465,0.703399078,0.17759117,0.85904406,NA
ENSG00000207961,0.385403344,0.885479678,1.186459427,0.746321078,0.455473482,NA
ENSG00000207963,0.513034182,0.766572637,0.988959613,0.775130377,0.438262623,NA
ENSG00000207971,1.291824265,0.33057459,0.600024761,0.550934914,0.581678293,NA
ENSG00000207978,0.163437887,-0.234888859,1.599742048,-0.146829209,0.883266829,NA
ENSG00000207988,0.889366308,0.24318356,0.725560899,0.335166298,0.737499644,NA
ENSG00000207991,0.698386602,0.040074813,0.797527777,0.050248799,0.959924125,NA
ENSG00000207997,1.006551728,-0.199424514,0.650537391,-0.306553499,0.759183253,NA
ENSG00000208004,1.068093542,-0.572966669,0.656019797,-0.873398444,0.382445939,NA
ENSG00000208006,0.342096707,-1.258016588,1.227731061,-1.024667883,0.305519922,NA
ENSG00000208013,0.344517684,0.605535588,1.075443642,0.563056551,0.573396377,NA
ENSG00000208018,0.87265086,0.824061752,0.852440973,0.966708285,0.333689884,NA
ENSG00000208024,0.984752713,0.673528214,0.683325527,0.985662306,0.324298852,NA
ENSG00000208032,0.178817136,-0.255883674,1.909526606,-0.134003723,0.89339963,NA
ENSG00000208036,0.61912502,0.052714336,0.820165956,0.064272768,0.948753037,NA
ENSG00000208308,1.499883968,1.022473979,0.529700506,1.930286959,0.053571292,NA
ENSG00000208883,0.533955812,-0.035095938,1.006025829,-0.034885723,0.972170865,NA
ENSG00000209702,0.17023437,-0.003016431,1.751707214,-0.001721995,0.998626048,NA
ENSG00000210709,0.335065588,-0.031940063,1.174058661,-0.027204828,0.978296365,NA
ENSG00000210841,0.632050215,1.266734362,1.355500649,0.93451402,0.350038807,NA
ENSG00000211491,2.682073825,0.304468846,0.486824712,0.625417811,0.531696876,NA
ENSG00000211513,1.839786891,-0.197000839,0.47670354,-0.413256505,0.679418693,NA
ENSG00000211520,0.290288386,0.40923362,1.366292643,0.299521206,0.764542394,NA
ENSG00000211568,1.094266244,1.079711491,0.690280656,1.564163043,0.117779284,NA
ENSG00000211581,0.433276668,-1.888753214,1.317259491,-1.433850526,0.151614923,NA
ENSG00000211582,0.234535416,0.010706151,1.308865373,0.008179719,0.993473601,NA
ENSG00000211593,0.37400058,1.176867385,1.34185243,0.877046804,0.380461217,NA
ENSG00000211594,0.423606418,0.002893714,1.225492153,0.002361267,0.998115983,NA
ENSG00000211597,0.439796571,0.831671531,1.33460196,0.623160729,0.533178905,NA
ENSG00000211599,0.212848782,-0.003044415,2.324071287,-0.001309949,0.998954812,NA
ENSG00000211625,0.715413221,2.001399598,1.257269853,1.591861599,0.111415806,NA
ENSG00000211626,1.272617188,0.798513977,1.278213807,0.624710806,0.53216088,NA
ENSG00000211632,0.811068211,1.741887284,1.424285162,1.222990544,0.221333268,NA
ENSG00000211637,1.226050902,3.211661272,1.511676788,2.124568755,0.033622613,NA
ENSG00000211638,0.269591125,0.822270312,1.725496008,0.476541417,0.633688708,NA
ENSG00000211642,0.070312485,0.022067391,3.157643229,0.006988564,0.994423978,NA
ENSG00000211645,0.600052563,-2.272815361,1.289331874,-1.762785367,0.077936696,NA
ENSG00000211648,1.771175861,3.209310312,1.086883579,2.952763639,0.00314943,NA
ENSG00000211650,0.40416019,0.424702128,1.203115352,0.353002002,0.72408694,NA
ENSG00000211651,1.775017054,3.429053814,1.100880126,3.114829428,0.001840513,NA
ENSG00000211652,0.710138189,1.536768752,1.516024718,1.013683177,0.310733954,NA
ENSG00000211663,1.819371475,3.624527282,1.3152623,2.755744828,0.005855866,NA
ENSG00000211664,1.559148313,3.35288754,2.16702208,1.547232753,0.121807131,NA
ENSG00000211665,0.264665011,-0.57887921,2.568583946,-0.225369006,0.821692221,NA
ENSG00000211667,0.337188939,-0.003016128,1.747410937,-0.001726056,0.998622808,NA
ENSG00000211669,0.379840454,1.691041877,1.474197988,1.147092786,0.251343275,NA
ENSG00000211670,0.094752436,0.170039315,2.685102339,0.06332694,0.949506164,NA
ENSG00000211678,0.256943682,0.637145859,1.420529442,0.448527035,0.653772879,NA
ENSG00000211683,1.056411298,-0.323159224,0.718837767,-0.449557937,0.653029224,NA
ENSG00000211685,0.306402074,-0.032317577,1.098165078,-0.029428706,0.976522679,NA
ENSG00000211689,1.484152495,1.148090621,0.744741075,1.54159702,0.12317155,NA
ENSG00000211694,0.810826407,-0.13762637,1.411763867,-0.097485403,0.922340926,NA
ENSG00000211695,0.974935204,0.759846099,0.918170656,0.827565218,0.407916773,NA
ENSG00000211696,0.124383386,0.224998779,2.575235763,0.087370167,0.930377282,NA
ENSG00000211697,0.538412184,-0.751593095,1.427781178,-0.526406361,0.598605897,NA
ENSG00000211698,0.728998213,0.397557131,1.354588493,0.293489228,0.769148232,NA
ENSG00000211699,0.735105982,-0.626514863,0.95134646,-0.658555941,0.510180963,NA
ENSG00000211701,0.544793182,0.989717534,1.275804264,0.775759701,0.437890882,NA
ENSG00000211706,1.212063678,1.005054794,1.417756547,0.708905063,0.478383393,NA
ENSG00000211707,1.076158451,-0.694188245,0.954548514,-0.727242497,0.467077417,NA
ENSG00000211710,0.360026841,-0.663827273,1.844179697,-0.35995802,0.718878527,NA
ENSG00000211713,0.740596552,0.485655664,1.54375672,0.314593393,0.753070397,NA
ENSG00000211714,0.630330543,1.598220817,1.158623054,1.379413961,0.167767157,NA
ENSG00000211715,0.503154409,0.501007107,0.933839978,0.536502098,0.591611586,NA
ENSG00000211716,0.681094451,0.547530082,1.116560465,0.490372084,0.623870627,NA
ENSG00000211720,0.645975929,0.12862032,1.019671332,0.126138998,0.899621898,NA
ENSG00000211721,1.165229784,1.414762792,1.096352812,1.290426564,0.196902594,NA
ENSG00000211724,0.766961969,1.378459879,1.041206448,1.3239064,0.185534133,NA
ENSG00000211725,2.15561268,0.414518097,0.662766377,0.625436219,0.531684797,NA
ENSG00000211728,1.404057649,-0.25371739,0.608225432,-0.417143671,0.676573324,NA
ENSG00000211731,1.213129829,0.076726234,0.875556336,0.087631407,0.930169639,NA
ENSG00000211734,0.990734167,0.257212254,1.250312922,0.205718304,0.83701096,NA
ENSG00000211739,1.698595716,1.601142823,1.02760318,1.558133386,0.119201632,NA
ENSG00000211745,1.245354298,-0.194763231,0.674909619,-0.288576759,0.772905283,NA
ENSG00000211746,0.367206398,0.6343886,1.337190232,0.47441911,0.635201068,NA
ENSG00000211747,1.33086695,2.475010153,0.833242718,2.970335171,0.00297475,NA
ENSG00000211749,2.203365349,0.22700495,0.909850914,0.249496864,0.802976466,NA
ENSG00000211750,0.241284913,0.217220265,1.848758191,0.117495228,0.906467625,NA
ENSG00000211752,0.179549823,-0.452562867,2.132548529,-0.212216913,0.831937812,NA
ENSG00000211753,0.447597282,1.080828375,1.608579243,0.671914909,0.501637869,NA
ENSG00000211767,0.213496546,0.63101856,1.423094187,0.443413069,0.657466985,NA
ENSG00000211777,0.194339714,0.314778586,2.104692545,0.149560365,0.88111148,NA
ENSG00000211778,0.300963655,0.379531009,1.295342506,0.292996645,0.769524716,NA
ENSG00000211779,0.306759503,0.820976139,1.684694711,0.487314487,0.626035483,NA
ENSG00000211780,0.330763936,0.967334738,2.037118434,0.474854443,0.634890725,NA
ENSG00000211785,0.296240179,1.359828796,1.86920853,0.727489081,0.466926402,NA
ENSG00000211786,0.49207556,0.953913828,1.381824289,0.690329325,0.489987111,NA
ENSG00000211787,0.471865258,0.920195233,1.33680954,0.688351785,0.491231279,NA
ENSG00000211788,0.9410868,1.525858105,1.19475312,1.277132556,0.201555453,NA
ENSG00000211789,0.183311949,0.237091688,2.112995195,0.112206449,0.910659716,NA
ENSG00000211790,0.254693994,0.55330441,2.256936419,0.245157287,0.806334647,NA
ENSG00000211791,0.260643828,0.563563467,1.72286152,0.327108976,0.743585463,NA
ENSG00000211792,0.166922123,0.074747891,2.760077208,0.027081812,0.978394482,NA
ENSG00000211793,0.373970195,0.294541362,1.570199703,0.187582102,0.851204257,NA
ENSG00000211794,0.478017248,0.680000335,1.498262756,0.453859199,0.649930172,NA
ENSG00000211795,0.173557843,-0.330905672,2.7079456,-0.12219805,0.902742171,NA
ENSG00000211796,0.205955927,0.230750938,2.657481359,0.086830689,0.930806093,NA
ENSG00000211797,0.517845058,0.985372632,1.604302416,0.614206288,0.539079019,NA
ENSG00000211800,0.20525503,0.473369266,3.056337584,0.154881211,0.876914967,NA
ENSG00000211801,0.353530132,0.905833051,1.719475188,0.526807864,0.598327021,NA
ENSG00000211802,0.508234969,-0.636863444,1.623557408,-0.392264198,0.694863014,NA
ENSG00000211804,0.326489771,0.316158735,1.870282547,0.169043301,0.865762583,NA
ENSG00000211806,0.353807126,0.22699416,1.857280725,0.122218552,0.902725935,NA
ENSG00000211809,0.358875384,1.25410646,2.221618969,0.564501149,0.572413119,NA
ENSG00000211810,0.10789363,0.096051015,3.157643229,0.030418577,0.975733229,NA
ENSG00000211817,0.482119445,-0.736560044,1.323923986,-0.556346174,0.577974228,NA
ENSG00000211818,0.043986501,0.108380525,3.157643229,0.034323233,0.972619398,NA
ENSG00000211820,0.144824723,0.104327125,3.157502776,0.033041024,0.973641873,NA
ENSG00000211821,0.339569757,-0.83612763,1.990718229,-0.420013047,0.674475922,NA
ENSG00000211825,0.185462897,0.635527236,2.363317186,0.268913221,0.787996463,NA
ENSG00000211829,2.320789042,0.262412551,0.760723146,0.344951449,0.730130871,NA
ENSG00000211891,0.331260699,0.632304545,1.801229877,0.351040449,0.725558003,NA
ENSG00000211933,1.339381543,3.076939398,1.534498285,2.005176172,0.044944217,NA
ENSG00000211934,0.893315595,2.585584004,1.424912682,1.814556104,0.069592153,NA
ENSG00000211935,0.277762489,-0.044978739,1.348709356,-0.033349467,0.973395907,NA
ENSG00000211937,0.529925783,1.68005983,1.501429859,1.118973238,0.263151556,NA
ENSG00000211938,1.259203548,2.288532425,1.172857851,1.951244496,0.051027968,NA
ENSG00000211941,0.272117619,-0.677679144,2.505515053,-0.270474984,0.78679486,NA
ENSG00000211945,0.595023919,1.815875784,1.398011038,1.298899461,0.193978435,NA
ENSG00000211946,0.203988014,0.392636303,1.913286917,0.20521559,0.83740369,NA
ENSG00000211947,1.776040468,2.186802947,2.011584863,1.087104495,0.276990631,NA
ENSG00000211949,1.773632466,1.540897025,0.973934957,1.582135453,0.113618652,NA
ENSG00000211950,0.910152176,2.439998526,1.539651316,1.584773449,0.113017817,NA
ENSG00000211951,0.210889169,0.714001098,2.990578004,0.238750201,0.811299288,NA
ENSG00000211955,0.332431084,0.845641548,1.879998717,0.449809641,0.652847706,NA
ENSG00000211956,0.414281593,1.77863939,1.875900348,0.948152385,0.343051883,NA
ENSG00000211959,1.358138077,0.40093529,1.60652555,0.249566706,0.802922449,NA
ENSG00000211962,0.496724174,2.014574004,2.021835246,0.996408589,0.319051662,NA
ENSG00000211964,1.142232371,1.776274997,1.418001124,1.252661205,0.21032903,NA
ENSG00000211965,0.056578318,0.182364148,3.157643229,0.057753247,0.95394518,NA
ENSG00000211966,0.870349448,2.770104797,1.576710618,1.756888528,0.078936811,NA
ENSG00000211967,0.380870483,1.67602983,1.745877416,0.959992847,0.337058815,NA
ENSG00000211970,0.300358648,1.401830211,2.311355591,0.606496991,0.54418478,NA
ENSG00000211979,1.019579576,1.849562623,1.038720508,1.780616256,0.074975162,NA
ENSG00000211997,0.357382501,0.900507348,1.069915755,0.841661919,0.399977219,NA
ENSG00000212024,0.166676018,0.230867695,1.929470672,0.119653384,0.904757729,NA
ENSG00000212040,0.260668793,-0.246200746,1.40451715,-0.17529209,0.860850127,NA
ENSG00000212123,2.943878565,0.07446139,0.485556265,0.153352754,0.878120101,NA
ENSG00000212135,0.192928033,-0.700785856,1.903917538,-0.368075739,0.71281676,NA
ENSG00000212136,0.706840962,1.35962466,0.977631251,1.390733631,0.164306215,NA
ENSG00000212138,0.257082525,0.390680648,1.413310533,0.276429446,0.782218243,NA
ENSG00000212145,0.241991784,-0.221249219,2.079743491,-0.106382936,0.915278531,NA
ENSG00000212163,1.048259625,-1.283203743,0.908435922,-1.412541834,0.157790482,NA
ENSG00000212168,1.081606091,-0.004806036,0.55285111,-0.008693184,0.99306393,NA
ENSG00000212170,0.153055801,0.230844229,2.465218513,0.093640473,0.925394758,NA
ENSG00000212175,1.347852151,0.102524916,0.531103309,0.193041381,0.84692656,NA
ENSG00000212181,2.357680963,0.002908304,0.462976175,0.006281758,0.994987915,NA
ENSG00000212182,0.370482219,-0.16214305,1.392120246,-0.116472015,0.907278464,NA
ENSG00000212187,0.460169918,-0.738340167,1.182188606,-0.624553614,0.532264072,NA
ENSG00000212190,0.333400223,0.267903298,0.971688614,0.275709002,0.782771581,NA
ENSG00000212195,0.375798243,-0.69532686,0.976237879,-0.712251465,0.476309073,NA
ENSG00000212206,3.141474218,-0.115857449,0.407292057,-0.284457915,0.776059482,NA
ENSG00000212207,0.244993896,-0.078648019,1.799857163,-0.043696812,0.965146081,NA
ENSG00000212211,0.480553126,1.411412036,1.377286419,1.02477743,0.305468219,NA
ENSG00000212224,0.189902364,-0.600367334,2.101519635,-0.285682476,0.775121327,NA
ENSG00000212232,1.736984662,0.773636861,0.647987847,1.193906435,0.23251457,NA
ENSG00000212240,0.846254232,0.133676583,0.731689128,0.182695871,0.855036656,NA
ENSG00000212257,2.897369472,1.026631389,0.526055899,1.951563305,0.050990073,NA
ENSG00000212259,0.278790356,0.156470335,1.157858625,0.135137686,0.892503015,NA
ENSG00000212266,0.551938227,0.798579834,0.837172925,0.953900694,0.340133912,NA
ENSG00000212296,0.85188926,-0.456050559,0.771768071,-0.590916593,0.554576307,NA
ENSG00000212302,0.84364206,0.786883491,0.630435349,1.248158898,0.211972873,NA
ENSG00000212303,0.292993369,-1.084081981,1.409844842,-0.768937084,0.441930661,NA
ENSG00000212306,0.343896848,0.412303894,1.253772052,0.328850762,0.742268493,NA
ENSG00000212309,0.347955529,0.070019626,1.042300502,0.067177964,0.946440027,NA
ENSG00000212316,0.466516046,0.585200426,1.631439882,0.358701802,0.71981818,NA
ENSG00000212331,0.615203035,-0.270624775,0.684107943,-0.395587827,0.692409119,NA
ENSG00000212332,0.254815258,0.556219828,2.287205739,0.243187492,0.807860156,NA
ENSG00000212336,0.149086243,-0.003040007,2.203921147,-0.001379363,0.998899428,NA
ENSG00000212338,0.764504433,-0.617715039,0.858458063,-0.719563443,0.471793827,NA
ENSG00000212342,0.496556253,0.319287473,0.91010998,0.350822955,0.725721175,NA
ENSG00000212344,0.180583922,-0.547033883,2.14395702,-0.255151516,0.798606077,NA
ENSG00000212348,0.159147083,0.475271731,2.454723366,0.19361519,0.846477203,NA
ENSG00000212360,0.189221631,0.313932776,1.443078015,0.21754387,0.827784522,NA
ENSG00000212366,0.779188055,0.785091936,0.962007191,0.816097783,0.414444212,NA
ENSG00000212368,0.306407421,0.805062852,1.546258358,0.520652223,0.602609062,NA
ENSG00000212371,1.147319726,0.682345938,0.600731542,1.13585835,0.256015852,NA
ENSG00000212374,0.193421997,0.237087289,2.102559718,0.112761263,0.91021983,NA
ENSG00000212380,0.844868813,-0.460940934,0.786323883,-0.586197296,0.557742939,NA
ENSG00000212389,0.235177828,0.5513864,1.87553617,0.293988678,0.768766555,NA
ENSG00000212391,1.225586433,0.587158495,0.739401818,0.794099339,0.427137602,NA
ENSG00000212402,1.705223839,-0.199491137,0.715925283,-0.278647984,0.780514985,NA
ENSG00000212418,1.302445886,-0.542506498,0.619235088,-0.876091341,0.38098038,NA
ENSG00000212420,0.759082909,0.556684217,0.912184319,0.610276021,0.541678979,NA
ENSG00000212428,0.435577694,1.021527908,1.086279233,0.940391639,0.347016709,NA
ENSG00000212429,0.220807961,-0.024093772,1.428108768,-0.016871104,0.986539445,NA
ENSG00000212434,0.301003565,0.38450975,1.506271558,0.255272529,0.798512616,NA
ENSG00000212440,0.261457491,0.29911883,1.538177374,0.194463158,0.845813241,NA
ENSG00000212443,1.418506397,0.200527412,0.621940342,0.322422261,0.747132822,NA
ENSG00000212445,0.240616804,0.800816676,1.884243711,0.425006952,0.670831607,NA
ENSG00000212447,0.287048693,-1.399215077,1.515014201,-0.923565651,0.355712504,NA
ENSG00000212451,0.585731255,1.196143875,1.118752577,1.06917642,0.284990182,NA
ENSG00000212457,0.29959988,0.258646623,1.170442593,0.220981896,0.825106529,NA
ENSG00000212460,1.941971327,0.742303853,0.552188005,1.344295504,0.178852849,NA
ENSG00000212461,1.764732133,0.162002098,0.541124564,0.299380418,0.764649802,NA
ENSG00000212469,0.181825749,-0.003036414,2.116222816,-0.001434827,0.998855174,NA
ENSG00000212479,0.444551491,0.512986515,1.430186892,0.358684951,0.719830787,NA
ENSG00000212489,0.152771078,-0.529556057,3.156262892,-0.167779452,0.866756789,NA
ENSG00000212493,2.849724723,0.776179271,0.420158329,1.847349481,0.064696506,NA
ENSG00000212496,0.186862922,-0.43260675,1.731376644,-0.249862877,0.802693393,NA
ENSG00000212511,0.162570099,-0.855410411,2.426710075,-0.352497985,0.72446483,NA
ENSG00000212517,1.241711801,-0.175941966,0.706224968,-0.249130198,0.803260071,NA
ENSG00000212520,0.313848961,0.039359486,1.127722146,0.034901758,0.972158078,NA
ENSG00000212525,0.143239612,0.397210437,1.782905702,0.222788247,0.823700315,NA
ENSG00000212526,0.557084425,0.872551317,1.246252532,0.700140056,0.483839843,NA
ENSG00000212529,0.261456959,-0.179570965,1.642741122,-0.109311785,0.912955199,NA
ENSG00000212534,1.598202295,0.008721019,0.689002828,0.01265745,0.989901086,NA
ENSG00000212535,0.486357394,0.084262946,1.20070098,0.070178127,0.944051884,NA
ENSG00000212536,0.176863385,-0.90520713,1.578164246,-0.573582333,0.56625047,NA
ENSG00000212539,2.312915336,-0.009267337,0.52779844,-0.017558477,0.985991082,NA
ENSG00000212541,0.53248738,1.558307902,0.937873708,1.661532772,0.096606493,NA
ENSG00000212545,0.185657372,-0.748294578,2.126758896,-0.351847395,0.724952712,NA
ENSG00000212567,1.043410705,1.17886696,0.737607213,1.598231335,0.109991503,NA
ENSG00000212579,2.37750667,-0.077039212,0.510823359,-0.150813801,0.880122599,NA
ENSG00000212581,0.448924368,0.538458829,1.323040047,0.40698604,0.684018242,NA
ENSG00000212593,0.548708411,-0.053127518,1.054220925,-0.050395052,0.95980758,NA
ENSG00000212594,0.286975969,-1.018751747,2.483378148,-0.4102282,0.681638556,NA
ENSG00000212601,0.267172734,0.074383825,1.501084824,0.049553379,0.960478299,NA
ENSG00000212605,0.285672077,-0.370451104,1.367630053,-0.270870842,0.786490372,NA
ENSG00000212615,0.822000926,-0.29462864,0.663194886,-0.444256502,0.656857146,NA
ENSG00000212623,0.62725798,-0.31782971,0.9814119,-0.323849457,0.746052011,NA
ENSG00000212624,0.280973648,0.571191868,1.695716777,0.336843909,0.736234571,NA
ENSG00000212657,1.481661803,-0.617951981,0.9358356,-0.660321087,0.509047801,NA
ENSG00000212658,0.79487848,2.269855451,1.673551089,1.356310821,0.175000294,NA
ENSG00000212663,1.9112347,0.581051029,0.603101863,0.96343763,0.33532795,NA
ENSG00000212664,2.068931097,0.137509227,0.34199819,0.402075892,0.687628174,NA
ENSG00000212695,2.213179894,0.675175008,0.467603445,1.443905121,0.148765666,NA
ENSG00000212710,0.535297224,0.162034519,0.876207037,0.184927205,0.853286132,NA
ENSG00000212743,2.605197794,1.260916383,0.68903832,1.829965542,0.067255092,NA
ENSG00000212769,0.289277983,-1.051762423,1.198142911,-0.877827189,0.380037507,NA
ENSG00000212807,1.405062021,0.952851655,0.660178119,1.443325107,0.14892891,NA
ENSG00000212829,2.490056477,-0.437932823,0.366335873,-1.195440728,0.231914881,NA
ENSG00000212900,0.743628657,-0.781909025,1.350059064,-0.579166531,0.562476812,NA
ENSG00000212939,0.308836854,-0.297060659,1.787005144,-0.166233802,0.86797296,NA
ENSG00000212961,0.226572352,0.797356905,1.714237377,0.465137977,0.641832652,NA
ENSG00000213005,0.238796023,0.553676867,2.915274491,0.189922722,0.849369687,NA
ENSG00000213013,0.600748854,0.776621711,1.26985945,0.611580841,0.540815117,NA
ENSG00000213018,1.143172475,1.232936121,0.760687479,1.620818214,0.105056631,NA
ENSG00000213036,0.447625399,0.630503444,1.111695089,0.567155014,0.570608869,NA
ENSG00000213041,2.846064702,1.896721174,0.631639546,3.002853739,0.002674609,NA
ENSG00000213046,1.809133334,0.511094957,0.807273409,0.633112588,0.526660123,NA
ENSG00000213049,0.444549525,0.494015128,1.061965551,0.465189409,0.641795822,NA
ENSG00000213050,3.260686356,0.970434158,0.590949072,1.642162082,0.100556418,NA
ENSG00000213055,2.195674001,1.534532955,0.592358712,2.59054678,0.00958236,NA
ENSG00000213060,0.656573456,-1.026415422,1.664657147,-0.616592687,0.53750342,NA
ENSG00000213061,0.66327511,0.214706007,0.910858419,0.23571831,0.813651261,NA
ENSG00000213063,0.873726599,1.569350726,1.246464738,1.259041414,0.208015374,NA
ENSG00000213065,0.183480805,0.096058459,2.318580084,0.041429865,0.966953205,NA
ENSG00000213070,0.131759034,0.156256708,1.808850397,0.086384539,0.931160737,NA
ENSG00000213075,0.818257252,0.963561669,0.744674694,1.293936368,0.195687401,NA
ENSG00000213076,1.043294101,0.776710718,1.145926377,0.677801588,0.497897504,NA
ENSG00000213078,0.362507666,-2.06321439,1.351402832,-1.526720487,0.126830531,NA
ENSG00000213080,1.394343397,0.125789324,0.431569595,0.291469384,0.770692356,NA
ENSG00000213082,0.809720096,0.117307203,0.677208042,0.17322181,0.862477081,NA
ENSG00000213087,0.665979715,-0.317905093,0.762502872,-0.416923142,0.676734626,NA
ENSG00000213089,1.059299123,-0.785919893,0.643743545,-1.220858676,0.222139533,NA
ENSG00000213100,0.226167856,0.074567374,1.861469327,0.040058342,0.968046614,NA
ENSG00000213104,0.784026327,-0.58421944,0.890376469,-0.656148787,0.511728397,NA
ENSG00000213108,0.263151652,-0.65019958,1.535868121,-0.423343366,0.672044759,NA
ENSG00000213110,0.202040916,-1.551765355,2.639005546,-0.588011404,0.556524639,NA
ENSG00000213118,0.637271447,-0.450796458,1.603741247,-0.281090518,0.778640973,NA
ENSG00000213121,0.831004526,-1.426657705,0.830506019,-1.717817419,0.085829923,NA
ENSG00000213130,1.059996103,0.955315764,1.071999662,0.891153046,0.37284707,NA
ENSG00000213131,2.795819548,-0.178080928,0.514971855,-0.345807109,0.729487683,NA
ENSG00000213133,0.260561477,0.61939786,1.911259456,0.324078376,0.745878698,NA
ENSG00000213137,0.539738576,-0.772215399,1.285699107,-0.600619068,0.548093735,NA
ENSG00000213144,0.649340072,1.075630878,1.012632226,1.062212767,0.288139105,NA
ENSG00000213149,0.34992846,-0.959965288,1.372187075,-0.699587764,0.484184786,NA
ENSG00000213150,0.42643917,0.074419552,1.554623948,0.047869809,0.96182,NA
ENSG00000213153,0.254464139,-0.897349432,2.229970772,-0.402404123,0.687386636,NA
ENSG00000213169,0.644552018,-0.466235439,0.67601335,-0.689683775,0.490393071,NA
ENSG00000213176,0.478507085,1.371904727,1.310328157,1.046993243,0.295102694,NA
ENSG00000213177,0.897153266,0.279490725,0.990200256,0.282256769,0.777746632,NA
ENSG00000213180,0.159182303,0.230892192,1.607349628,0.143647771,0.885778616,NA
ENSG00000213181,0.208231879,-0.003023411,1.859541143,-0.001625891,0.998702727,NA
ENSG00000213182,0.405145455,1.634411103,2.022747693,0.80801531,0.419081769,NA
ENSG00000213183,1.892450781,0.075384682,0.75020725,0.100485141,0.919959179,NA
ENSG00000213188,1.65976791,0.568323887,0.650026451,0.874308862,0.381950074,NA
ENSG00000213189,2.439016487,-0.438087853,0.309793827,-1.414127125,0.15732458,NA
ENSG00000213194,0.288493983,-0.302000489,1.009048771,-0.299292262,0.764717058,NA
ENSG00000213197,0.462835586,1.230755345,1.191291892,1.033126602,0.301544656,NA
ENSG00000213209,0.262328305,-0.100777801,1.280806648,-0.078683071,0.937284711,NA
ENSG00000213215,1.074201204,0.396668707,0.767960577,0.516522226,0.60548972,NA
ENSG00000213216,2.3170527,1.707443289,0.534703454,3.193252776,0.001406797,NA
ENSG00000213222,0.656981688,0.355720744,0.850816552,0.418093352,0.675878865,NA
ENSG00000213226,0.205392587,0.792364043,1.707527175,0.464041834,0.642617773,NA
ENSG00000213228,2.612571403,-0.360293471,0.396757343,-0.90809528,0.363827884,NA
ENSG00000213233,0.298846645,0.197342663,1.841560225,0.107160581,0.914661587,NA
ENSG00000213235,2.32132747,0.229468904,0.503485037,0.45576112,0.648561766,NA
ENSG00000213236,0.88823243,-0.590562539,0.519539287,-1.136704296,0.255661923,NA
